interaction_id,customer_id,service_id,service_name,date,season,rating,urgency_score,days_since_last_service,completed,repeat_booking
I00670,C0388,S02,Termite Inspection,2025-02-10,winter,4,6,674,True,False
I00671,C0272,S02,Termite Inspection,2024-08-22,summer,2,8,399,True,False
I00672,C0434,S01,General Pest Control,2024-06-30,summer,3,5,154,True,True
I00673,C0195,S09,Preventive Maintenance Plan,2026-01-30,winter,3,6,233,True,False
I00674,C0343,S07,Ant & Cockroach Treatment,2023-11-17,fall,4,6,393,True,True
I00675,C0208,S02,Termite Inspection,2024-01-05,winter,4,6,487,True,False
I00676,C0493,S02,Termite Inspection,2026-03-04,spring,5,6,201,True,True
I00677,C0351,S05,Rodent Control,2024-02-16,winter,3,7,676,True,False
I00678,C0229,S02,Termite Inspection,2024-01-01,winter,3,6,263,True,True
I00679,C0397,S02,Termite Inspection,2025-12-10,winter,4,6,303,True,False
I00680,C0131,S09,Preventive Maintenance Plan,2026-01-14,winter,4,7,401,True,False
I00681,C0347,S10,Emergency Pest Response,2024-06-23,summer,4,7,453,True,True
I00682,C0119,S04,Bed Bug Treatment,2026-04-10,spring,4,6,111,True,True
I00683,C0410,S01,General Pest Control,2024-05-19,spring,4,5,95,True,False
I00684,C0086,S06,Scorpion Control,2023-12-07,winter,4,4,115,True,False
I00685,C0393,S01,General Pest Control,2025-09-17,fall,4,6,700,True,False
I00686,C0121,S05,Rodent Control,2025-01-17,winter,5,6,164,True,False
I00687,C0011,S01,General Pest Control,2024-12-16,winter,5,6,709,True,False
I00688,C0191,S09,Preventive Maintenance Plan,2026-04-30,spring,4,6,583,True,False
I00689,C0185,S01,General Pest Control,2024-10-15,fall,3,5,582,True,False
I00690,C0488,S08,Commercial Pest Management,2025-01-30,winter,4,7,475,True,False
I00691,C0038,S03,Termite Treatment,2025-01-22,winter,3,8,385,True,False
I00692,C0049,S03,Termite Treatment,2023-06-08,summer,4,9,296,True,False
I00693,C0455,S01,General Pest Control,2025-03-26,spring,4,5,169,True,False
I00694,C0376,S03,Termite Treatment,2024-04-19,spring,5,9,518,True,False
I00695,C0492,S04,Bed Bug Treatment,2025-06-04,summer,4,8,329,True,False
I00696,C0177,S02,Termite Inspection,2024-06-06,summer,4,8,604,True,False
I00697,C0296,S02,Termite Inspection,2024-09-23,fall,4,7,691,True,True
I00698,C0446,S06,Scorpion Control,2024-06-19,summer,4,9,559,True,False
I00699,C0392,S06,Scorpion Control,2025-02-16,winter,4,6,321,True,False
I00700,C0120,S09,Preventive Maintenance Plan,2024-09-07,fall,3,4,216,True,True
I00701,C0322,S05,Rodent Control,2025-11-25,fall,4,6,662,True,False
I00702,C0393,S01,General Pest Control,2025-08-01,summer,5,6,80,True,True
I00703,C0061,S10,Emergency Pest Response,2023-08-04,summer,5,7,318,True,False
I00704,C0018,S02,Termite Inspection,2024-03-30,spring,5,5,45,True,True
I00705,C0117,S03,Termite Treatment,2023-07-14,summer,3,10,540,True,False
I00706,C0490,S08,Commercial Pest Management,2024-08-22,summer,4,4,179,True,False
I00707,C0214,S02,Termite Inspection,2025-02-12,winter,5,7,586,True,True
I00708,C0015,S02,Termite Inspection,2023-07-19,summer,5,7,42,False,False
I00709,C0363,S06,Scorpion Control,2024-09-10,fall,4,6,424,True,True
I00710,C0436,S06,Scorpion Control,2025-07-15,summer,5,8,126,True,True
I00711,C0158,S02,Termite Inspection,2023-10-25,fall,5,8,428,True,False
I00712,C0315,S08,Commercial Pest Management,2024-08-09,summer,4,7,592,True,True
I00713,C0118,S03,Termite Treatment,2023-12-18,winter,4,6,335,True,False
I00714,C0483,S09,Preventive Maintenance Plan,2023-11-10,fall,4,6,271,True,False
I00715,C0458,S01,General Pest Control,2026-05-03,spring,5,6,312,True,False
I00716,C0157,S01,General Pest Control,2023-08-30,summer,5,7,516,True,True
I00717,C0368,S03,Termite Treatment,2023-05-10,spring,4,7,121,True,False
I00718,C0121,S09,Preventive Maintenance Plan,2024-03-25,spring,4,5,670,True,False
I00719,C0073,S03,Termite Treatment,2024-02-08,winter,5,8,579,False,False
I00720,C0374,S07,Ant & Cockroach Treatment,2023-05-24,spring,5,6,385,True,False
I00721,C0283,S01,General Pest Control,2024-07-20,summer,4,6,416,True,False
I00722,C0365,S06,Scorpion Control,2026-01-08,winter,4,6,602,True,False
I00723,C0126,S03,Termite Treatment,2026-04-23,spring,3,7,610,True,False
I00724,C0239,S07,Ant & Cockroach Treatment,2026-05-02,spring,4,7,643,True,False
I00725,C0314,S03,Termite Treatment,2026-03-02,spring,5,9,490,True,False
I00726,C0459,S07,Ant & Cockroach Treatment,2025-10-21,fall,3,6,548,True,False
I00727,C0430,S09,Preventive Maintenance Plan,2025-02-25,winter,4,6,664,True,False
I00728,C0086,S06,Scorpion Control,2025-11-28,fall,4,6,581,True,True
I00729,C0373,S05,Rodent Control,2023-05-06,spring,4,5,594,True,False
I00730,C0146,S01,General Pest Control,2024-03-07,spring,4,7,565,True,False
I00731,C0360,S08,Commercial Pest Management,2024-09-04,fall,4,4,162,True,True
I00732,C0007,S01,General Pest Control,2024-08-26,summer,4,7,614,True,False
I00733,C0291,S06,Scorpion Control,2025-06-01,summer,4,9,568,True,False
I00734,C0127,S04,Bed Bug Treatment,2024-12-20,winter,4,6,102,False,False
I00735,C0411,S02,Termite Inspection,2023-07-28,summer,3,7,533,True,False
I00736,C0490,S08,Commercial Pest Management,2023-11-19,fall,4,6,455,True,True
I00737,C0077,S01,General Pest Control,2025-10-22,fall,3,6,661,True,False
I00738,C0032,S01,General Pest Control,2025-04-19,spring,4,6,251,True,False
I00739,C0309,S08,Commercial Pest Management,2024-06-26,summer,4,6,574,True,False
I00740,C0083,S06,Scorpion Control,2024-09-18,fall,5,6,213,True,False
I00741,C0232,S02,Termite Inspection,2023-05-06,spring,3,7,138,True,False
I00742,C0402,S03,Termite Treatment,2024-02-01,winter,4,6,136,True,False
I00743,C0040,S03,Termite Treatment,2024-08-15,summer,4,10,546,True,False
I00744,C0188,S09,Preventive Maintenance Plan,2024-06-25,summer,3,6,352,False,False
I00745,C0417,S03,Termite Treatment,2024-10-19,fall,4,9,410,True,False
I00746,C0374,S03,Termite Treatment,2023-05-18,spring,3,10,606,True,True
I00747,C0195,S08,Commercial Pest Management,2023-06-13,summer,5,5,290,True,False
I00748,C0030,S06,Scorpion Control,2025-07-21,summer,4,8,321,True,False
I00749,C0108,S02,Termite Inspection,2024-07-04,summer,4,6,339,True,False
I00750,C0334,S01,General Pest Control,2025-10-21,fall,5,6,312,True,False
I00751,C0441,S03,Termite Treatment,2023-10-28,fall,5,8,615,True,False
I00752,C0334,S03,Termite Treatment,2025-05-05,spring,5,7,626,True,False
I00753,C0470,S07,Ant & Cockroach Treatment,2026-04-01,spring,3,6,124,True,False
I00754,C0322,S07,Ant & Cockroach Treatment,2023-07-13,summer,5,5,524,True,False
I00755,C0031,S09,Preventive Maintenance Plan,2025-09-01,fall,4,5,620,True,False
I00756,C0464,S05,Rodent Control,2023-12-21,winter,4,4,110,False,False
I00757,C0405,S02,Termite Inspection,2024-03-15,spring,4,7,474,True,True
I00758,C0098,S06,Scorpion Control,2024-11-20,fall,4,5,646,True,False
I00759,C0120,S05,Rodent Control,2026-03-03,spring,3,5,85,True,False
I00760,C0030,S02,Termite Inspection,2025-12-29,winter,4,5,256,True,False
I00761,C0361,S05,Rodent Control,2025-07-09,summer,4,6,432,True,False
I00762,C0124,S03,Termite Treatment,2025-06-13,summer,3,9,433,True,False
I00763,C0178,S01,General Pest Control,2025-07-04,summer,5,7,615,True,False
I00764,C0477,S05,Rodent Control,2025-01-23,winter,4,4,163,True,False
I00765,C0488,S02,Termite Inspection,2026-03-23,spring,3,7,434,False,True
I00766,C0024,S07,Ant & Cockroach Treatment,2025-01-15,winter,4,4,278,True,True
I00767,C0104,S03,Termite Treatment,2023-07-17,summer,5,9,619,True,False
I00768,C0372,S01,General Pest Control,2026-05-04,spring,5,7,382,True,True
I00769,C0015,S06,Scorpion Control,2025-06-19,summer,2,7,203,True,False
I00770,C0201,S01,General Pest Control,2023-12-31,winter,2,4,75,True,False
I00771,C0211,S03,Termite Treatment,2025-03-15,spring,4,6,117,True,True
I00772,C0062,S01,General Pest Control,2024-10-26,fall,4,4,324,True,True
I00773,C0298,S09,Preventive Maintenance Plan,2023-08-20,summer,3,5,342,True,False
I00774,C0289,S02,Termite Inspection,2023-07-12,summer,4,9,589,True,False
I00775,C0441,S03,Termite Treatment,2025-07-11,summer,5,10,667,True,True
I00776,C0005,S02,Termite Inspection,2025-04-16,spring,4,8,709,True,False
I00777,C0418,S01,General Pest Control,2023-09-12,fall,4,4,320,True,False
I00778,C0053,S04,Bed Bug Treatment,2023-09-05,fall,3,6,38,True,False
I00779,C0071,S02,Termite Inspection,2025-05-20,spring,4,7,705,True,False
I00780,C0151,S04,Bed Bug Treatment,2025-05-16,spring,4,7,266,True,False
I00781,C0248,S06,Scorpion Control,2023-05-10,spring,5,5,353,True,False
I00782,C0466,S02,Termite Inspection,2026-01-05,winter,3,8,498,False,False
I00783,C0337,S01,General Pest Control,2023-08-01,summer,4,6,283,True,False
I00784,C0032,S01,General Pest Control,2025-01-01,winter,5,6,730,True,True
I00785,C0461,S02,Termite Inspection,2025-08-21,summer,5,8,543,True,False
I00786,C0086,S09,Preventive Maintenance Plan,2025-07-10,summer,3,6,60,False,False
I00787,C0237,S02,Termite Inspection,2025-06-14,summer,4,8,379,True,False
I00788,C0055,S09,Preventive Maintenance Plan,2025-02-02,winter,4,7,657,True,False
I00789,C0470,S02,Termite Inspection,2024-03-20,spring,3,6,616,True,False
I00790,C0223,S03,Termite Treatment,2023-11-10,fall,4,6,164,True,False
I00791,C0291,S06,Scorpion Control,2025-10-14,fall,5,5,730,True,True
I00792,C0091,S03,Termite Treatment,2024-04-13,spring,4,8,168,False,True
I00793,C0056,S09,Preventive Maintenance Plan,2024-01-14,winter,5,6,178,True,False
I00794,C0370,S07,Ant & Cockroach Treatment,2023-10-18,fall,3,4,151,True,False
I00795,C0033,S09,Preventive Maintenance Plan,2025-10-09,fall,5,5,60,True,False
I00796,C0408,S03,Termite Treatment,2025-04-15,spring,4,10,682,True,False
I00797,C0013,S06,Scorpion Control,2026-02-12,winter,5,4,139,True,False
I00798,C0206,S02,Termite Inspection,2025-08-03,summer,5,9,610,True,False
I00799,C0003,S03,Termite Treatment,2026-01-15,winter,5,8,56,True,False
I00800,C0477,S09,Preventive Maintenance Plan,2023-11-30,fall,5,7,510,True,False
I00801,C0243,S01,General Pest Control,2026-03-23,spring,4,6,426,True,True
I00802,C0438,S06,Scorpion Control,2024-10-20,fall,4,5,45,False,False
I00803,C0207,S01,General Pest Control,2025-02-20,winter,4,5,717,False,True
I00804,C0420,S10,Emergency Pest Response,2025-01-19,winter,4,8,661,True,False
I00805,C0121,S07,Ant & Cockroach Treatment,2025-04-07,spring,4,5,282,True,False
I00806,C0410,S03,Termite Treatment,2025-04-08,spring,4,7,350,True,False
I00807,C0019,S08,Commercial Pest Management,2025-11-23,fall,2,7,638,True,True
I00808,C0410,S04,Bed Bug Treatment,2023-05-19,spring,4,8,492,True,False
I00809,C0037,S01,General Pest Control,2026-01-01,winter,2,6,281,True,False
I00810,C0359,S03,Termite Treatment,2025-10-26,fall,4,7,675,True,False
I00811,C0354,S04,Bed Bug Treatment,2026-02-11,winter,3,7,341,True,False
I00812,C0024,S01,General Pest Control,2024-08-18,summer,4,5,559,True,False
I00813,C0036,S08,Commercial Pest Management,2023-10-02,fall,4,6,122,True,False
I00814,C0232,S07,Ant & Cockroach Treatment,2024-03-22,spring,4,5,589,True,False
I00815,C0030,S02,Termite Inspection,2025-10-30,fall,2,5,55,True,True
I00816,C0009,S08,Commercial Pest Management,2023-06-30,summer,5,5,122,True,False
I00817,C0006,S05,Rodent Control,2023-12-18,winter,4,6,197,True,False
I00818,C0439,S03,Termite Treatment,2024-07-15,summer,4,10,117,True,False
I00819,C0500,S06,Scorpion Control,2024-12-04,winter,5,7,553,True,False
I00820,C0150,S08,Commercial Pest Management,2023-08-14,summer,4,7,373,True,False
I00821,C0422,S07,Ant & Cockroach Treatment,2025-11-28,fall,5,4,196,True,False
I00822,C0314,S02,Termite Inspection,2024-11-27,fall,5,7,486,True,False
I00823,C0417,S02,Termite Inspection,2023-09-15,fall,5,5,164,True,False
I00824,C0033,S05,Rodent Control,2024-08-15,summer,4,7,540,True,False
I00825,C0470,S04,Bed Bug Treatment,2024-04-13,spring,4,7,535,True,False
I00826,C0392,S03,Termite Treatment,2025-07-02,summer,5,10,645,True,False
I00827,C0268,S09,Preventive Maintenance Plan,2026-01-22,winter,3,6,314,True,False
I00828,C0134,S01,General Pest Control,2026-03-11,spring,3,6,86,True,False
I00829,C0341,S01,General Pest Control,2023-09-06,fall,3,6,63,True,False
I00830,C0154,S01,General Pest Control,2025-04-01,spring,4,5,141,False,True
I00831,C0364,S01,General Pest Control,2024-07-16,summer,3,6,321,True,False
I00832,C0036,S07,Ant & Cockroach Treatment,2026-01-09,winter,3,7,496,True,False
I00833,C0241,S09,Preventive Maintenance Plan,2024-06-06,summer,3,5,125,True,False
I00834,C0474,S06,Scorpion Control,2023-12-11,winter,5,5,593,True,False
I00835,C0201,S01,General Pest Control,2023-05-20,spring,3,5,311,True,True
I00836,C0068,S03,Termite Treatment,2024-11-21,fall,4,9,141,True,False
I00837,C0025,S05,Rodent Control,2025-07-23,summer,4,5,119,True,False
I00838,C0313,S05,Rodent Control,2025-04-14,spring,3,7,467,True,False
I00839,C0045,S02,Termite Inspection,2023-10-04,fall,4,8,618,True,True
I00840,C0419,S06,Scorpion Control,2025-02-05,winter,4,6,677,True,False
I00841,C0196,S02,Termite Inspection,2024-11-19,fall,4,5,654,True,True
I00842,C0316,S01,General Pest Control,2024-05-26,spring,2,5,670,True,False
I00843,C0206,S02,Termite Inspection,2024-05-07,spring,3,6,660,True,True
I00844,C0302,S06,Scorpion Control,2023-11-04,fall,4,6,41,True,False
I00845,C0002,S01,General Pest Control,2023-12-07,winter,4,5,99,True,False
I00846,C0266,S02,Termite Inspection,2025-01-05,winter,5,6,371,True,False
I00847,C0356,S04,Bed Bug Treatment,2025-09-25,fall,5,6,59,False,False
I00848,C0132,S05,Rodent Control,2025-08-11,summer,5,5,515,True,False
I00849,C0068,S03,Termite Treatment,2024-08-04,summer,5,10,672,True,True
I00850,C0358,S08,Commercial Pest Management,2024-07-03,summer,3,7,453,True,False
I00851,C0254,S03,Termite Treatment,2023-12-11,winter,4,9,608,True,False
I00852,C0376,S05,Rodent Control,2024-02-02,winter,3,6,369,True,False
I00853,C0451,S01,General Pest Control,2024-04-13,spring,5,5,61,True,False
I00854,C0283,S04,Bed Bug Treatment,2024-09-06,fall,4,7,428,True,False
I00855,C0392,S09,Preventive Maintenance Plan,2025-09-07,fall,5,6,345,True,False
I00856,C0213,S01,General Pest Control,2024-07-15,summer,3,5,273,True,False
I00857,C0198,S09,Preventive Maintenance Plan,2024-11-06,fall,4,6,251,True,False
I00858,C0107,S08,Commercial Pest Management,2024-08-04,summer,4,5,124,True,False
I00859,C0426,S07,Ant & Cockroach Treatment,2023-06-07,summer,5,5,542,True,False
I00860,C0011,S03,Termite Treatment,2024-02-07,winter,5,6,365,True,False
I00861,C0125,S01,General Pest Control,2026-01-04,winter,5,7,558,True,False
I00862,C0437,S04,Bed Bug Treatment,2024-01-16,winter,4,7,564,True,True
I00863,C0023,S09,Preventive Maintenance Plan,2024-08-03,summer,3,5,638,True,False
I00864,C0246,S06,Scorpion Control,2026-03-28,spring,5,4,349,True,True
I00865,C0369,S03,Termite Treatment,2025-12-16,winter,4,7,244,True,False
I00866,C0405,S05,Rodent Control,2024-03-13,spring,5,5,717,True,False
I00867,C0153,S01,General Pest Control,2025-06-28,summer,5,4,147,True,True
I00868,C0235,S03,Termite Treatment,2023-07-12,summer,4,10,592,True,False
I00869,C0048,S09,Preventive Maintenance Plan,2026-04-14,spring,4,6,320,True,False
I00870,C0022,S05,Rodent Control,2026-01-02,winter,4,5,484,True,False
I00871,C0228,S03,Termite Treatment,2024-05-07,spring,4,7,721,True,False
I00872,C0098,S01,General Pest Control,2025-10-19,fall,4,7,640,True,False
I00873,C0431,S05,Rodent Control,2024-12-05,winter,4,7,486,True,True
I00874,C0254,S07,Ant & Cockroach Treatment,2025-02-07,winter,5,5,576,False,False
I00875,C0269,S08,Commercial Pest Management,2025-07-10,summer,5,7,506,True,True
I00876,C0081,S03,Termite Treatment,2024-09-04,fall,5,8,496,True,True
I00877,C0059,S06,Scorpion Control,2023-10-15,fall,4,6,506,True,False
I00878,C0025,S04,Bed Bug Treatment,2026-04-22,spring,5,8,402,True,False
I00879,C0437,S09,Preventive Maintenance Plan,2026-04-28,spring,4,6,368,True,False
I00880,C0421,S02,Termite Inspection,2024-02-11,winter,4,6,502,True,False
I00881,C0097,S02,Termite Inspection,2023-09-18,fall,3,6,618,True,False
I00882,C0027,S01,General Pest Control,2025-01-30,winter,4,7,599,True,True
I00883,C0442,S02,Termite Inspection,2025-12-24,winter,4,6,502,True,False
I00884,C0231,S01,General Pest Control,2026-03-01,spring,4,6,523,True,True
I00885,C0149,S01,General Pest Control,2025-04-19,spring,4,6,635,True,False
I00886,C0225,S03,Termite Treatment,2023-12-10,winter,3,7,271,True,False
I00887,C0145,S01,General Pest Control,2024-11-12,fall,5,6,617,True,False
I00888,C0053,S01,General Pest Control,2024-04-19,spring,5,5,485,True,False
I00889,C0337,S05,Rodent Control,2025-01-31,winter,4,5,642,True,True
I00890,C0205,S02,Termite Inspection,2023-08-08,summer,3,9,690,True,False
I00891,C0102,S03,Termite Treatment,2025-01-22,winter,5,9,172,True,False
I00892,C0445,S01,General Pest Control,2026-01-19,winter,3,5,182,True,False
I00893,C0104,S03,Termite Treatment,2024-10-14,fall,5,8,621,True,True
I00894,C0339,S06,Scorpion Control,2025-09-14,fall,5,6,725,True,False
I00895,C0361,S09,Preventive Maintenance Plan,2024-04-18,spring,3,5,382,True,False
I00896,C0338,S08,Commercial Pest Management,2025-12-16,winter,4,4,331,True,False
I00897,C0121,S04,Bed Bug Treatment,2024-06-01,summer,4,6,84,True,False
I00898,C0184,S09,Preventive Maintenance Plan,2024-12-01,winter,3,4,61,True,False
I00899,C0451,S04,Bed Bug Treatment,2025-08-09,summer,4,8,670,True,False
I00900,C0286,S02,Termite Inspection,2024-09-21,fall,3,6,207,True,False
I00901,C0402,S04,Bed Bug Treatment,2024-12-25,winter,5,8,398,True,False
I00902,C0282,S02,Termite Inspection,2025-12-01,winter,5,7,103,True,False
I00903,C0005,S04,Bed Bug Treatment,2024-01-25,winter,2,9,528,True,False
I00904,C0122,S05,Rodent Control,2025-06-30,summer,5,6,455,True,False
I00905,C0206,S07,Ant & Cockroach Treatment,2026-02-24,winter,5,7,465,True,False
I00906,C0171,S05,Rodent Control,2025-09-14,fall,5,5,393,True,False
I00907,C0294,S03,Termite Treatment,2025-03-05,spring,4,8,621,True,False
I00908,C0041,S03,Termite Treatment,2025-03-15,spring,4,10,589,True,True
I00909,C0403,S10,Emergency Pest Response,2025-06-22,summer,4,8,611,True,False
I00910,C0265,S07,Ant & Cockroach Treatment,2024-05-29,spring,4,6,175,True,False
I00911,C0426,S10,Emergency Pest Response,2024-05-16,spring,3,7,316,True,False
I00912,C0164,S02,Termite Inspection,2024-07-08,summer,4,9,675,True,False
I00913,C0190,S06,Scorpion Control,2024-02-08,winter,3,7,730,True,False
I00914,C0061,S08,Commercial Pest Management,2026-03-11,spring,4,5,577,True,False
I00915,C0262,S03,Termite Treatment,2024-07-17,summer,4,10,510,False,False
I00916,C0152,S07,Ant & Cockroach Treatment,2025-03-06,spring,3,4,326,True,False
I00917,C0384,S09,Preventive Maintenance Plan,2023-09-06,fall,4,6,341,True,False
I00918,C0103,S03,Termite Treatment,2025-04-21,spring,3,8,616,True,False
I00919,C0032,S03,Termite Treatment,2025-12-20,winter,4,8,669,True,False
I00920,C0456,S09,Preventive Maintenance Plan,2023-08-17,summer,4,5,314,True,True
I00921,C0323,S03,Termite Treatment,2025-07-09,summer,4,9,293,True,False
I00922,C0191,S05,Rodent Control,2024-12-26,winter,3,6,704,True,False
I00923,C0167,S02,Termite Inspection,2025-09-13,fall,5,6,271,True,False
I00924,C0117,S10,Emergency Pest Response,2025-10-14,fall,5,8,178,False,False
I00925,C0210,S02,Termite Inspection,2025-10-10,fall,4,6,537,True,False
I00926,C0121,S07,Ant & Cockroach Treatment,2025-09-01,fall,4,6,245,True,True
I00927,C0485,S05,Rodent Control,2023-11-02,fall,4,6,687,True,False
I00928,C0286,S03,Termite Treatment,2025-03-20,spring,4,8,338,True,False
I00929,C0186,S08,Commercial Pest Management,2023-06-06,summer,3,5,575,True,False
I00930,C0144,S01,General Pest Control,2024-04-30,spring,5,5,475,True,True
I00931,C0384,S07,Ant & Cockroach Treatment,2024-07-14,summer,4,7,421,False,False
I00932,C0187,S02,Termite Inspection,2025-07-28,summer,5,9,574,True,False
I00933,C0385,S08,Commercial Pest Management,2024-02-12,winter,5,7,655,True,False
I00934,C0121,S01,General Pest Control,2024-11-21,fall,4,7,700,True,False
I00935,C0040,S09,Preventive Maintenance Plan,2023-09-03,fall,3,6,277,True,False
I00936,C0206,S06,Scorpion Control,2023-08-02,summer,3,7,214,True,False
I00937,C0188,S05,Rodent Control,2024-03-01,spring,3,4,99,True,False
I00938,C0251,S02,Termite Inspection,2026-03-28,spring,5,6,320,True,False
I00939,C0118,S01,General Pest Control,2023-07-22,summer,5,4,124,True,False
I00940,C0362,S09,Preventive Maintenance Plan,2026-04-26,spring,4,5,683,True,True
I00941,C0303,S01,General Pest Control,2024-02-12,winter,3,5,649,True,False
I00942,C0247,S07,Ant & Cockroach Treatment,2024-02-07,winter,5,4,219,True,False
I00943,C0385,S03,Termite Treatment,2023-05-11,spring,5,10,508,False,True
I00944,C0171,S03,Termite Treatment,2025-11-27,fall,4,10,467,True,True
I00945,C0347,S07,Ant & Cockroach Treatment,2024-02-22,winter,4,5,361,True,False
I00946,C0397,S03,Termite Treatment,2025-12-31,winter,4,7,370,True,False
I00947,C0262,S08,Commercial Pest Management,2025-05-28,spring,5,5,212,True,False
I00948,C0038,S02,Termite Inspection,2024-12-08,winter,5,6,690,True,False
I00949,C0356,S03,Termite Treatment,2025-07-29,summer,4,9,471,True,False
I00950,C0319,S02,Termite Inspection,2024-10-22,fall,4,4,65,True,False
I00951,C0046,S08,Commercial Pest Management,2026-01-03,winter,4,5,486,True,False
I00952,C0169,S09,Preventive Maintenance Plan,2023-12-24,winter,4,6,710,True,False
I00953,C0340,S07,Ant & Cockroach Treatment,2023-07-31,summer,5,7,430,True,False
I00954,C0380,S04,Bed Bug Treatment,2023-11-06,fall,4,9,443,True,False
I00955,C0397,S07,Ant & Cockroach Treatment,2025-12-27,winter,5,5,583,True,False
I00956,C0475,S03,Termite Treatment,2024-07-26,summer,4,10,610,False,True
I00957,C0283,S02,Termite Inspection,2026-03-30,spring,3,6,728,False,False
I00958,C0249,S01,General Pest Control,2024-12-13,winter,5,6,577,True,True
I00959,C0421,S03,Termite Treatment,2025-12-10,winter,4,9,326,False,False
I00960,C0339,S07,Ant & Cockroach Treatment,2024-11-04,fall,5,6,336,True,False
I00961,C0087,S02,Termite Inspection,2024-03-26,spring,5,7,397,True,False
I00962,C0247,S01,General Pest Control,2024-12-14,winter,5,4,227,True,False
I00963,C0142,S07,Ant & Cockroach Treatment,2023-08-28,summer,5,6,530,True,False
I00964,C0153,S03,Termite Treatment,2026-02-27,winter,4,8,490,True,False
I00965,C0357,S01,General Pest Control,2024-05-23,spring,5,5,73,True,False
I00966,C0152,S03,Termite Treatment,2023-10-06,fall,5,10,724,True,True
I00967,C0247,S03,Termite Treatment,2025-09-07,fall,4,7,103,True,False
I00968,C0352,S09,Preventive Maintenance Plan,2025-06-20,summer,3,5,663,True,False
I00969,C0312,S04,Bed Bug Treatment,2024-05-26,spring,3,6,44,True,False
I00970,C0467,S02,Termite Inspection,2023-09-03,fall,3,6,655,True,True
I00971,C0363,S01,General Pest Control,2026-03-27,spring,3,4,138,True,True
I00972,C0264,S07,Ant & Cockroach Treatment,2023-06-16,summer,4,6,466,True,False
I00973,C0183,S10,Emergency Pest Response,2023-08-09,summer,3,8,724,True,False
I00974,C0209,S02,Termite Inspection,2024-12-14,winter,5,5,248,True,False
I00975,C0160,S02,Termite Inspection,2025-11-30,fall,5,5,153,True,False
I00976,C0299,S05,Rodent Control,2025-06-23,summer,5,5,479,False,False
I00977,C0212,S01,General Pest Control,2024-10-23,fall,3,6,132,True,False
I00978,C0137,S06,Scorpion Control,2024-10-20,fall,3,4,36,True,False
I00979,C0131,S01,General Pest Control,2024-02-14,winter,5,7,697,True,False
I00980,C0486,S07,Ant & Cockroach Treatment,2025-10-07,fall,4,4,159,True,False
I00981,C0398,S02,Termite Inspection,2026-04-06,spring,4,7,491,True,False
I00982,C0241,S06,Scorpion Control,2024-06-19,summer,5,9,541,False,True
I00983,C0156,S06,Scorpion Control,2025-05-27,spring,3,5,338,True,False
I00984,C0482,S10,Emergency Pest Response,2024-08-15,summer,5,8,127,True,False
I00985,C0287,S06,Scorpion Control,2025-07-02,summer,4,9,582,True,False
I00986,C0355,S02,Termite Inspection,2026-04-03,spring,5,4,228,True,False
I00987,C0338,S07,Ant & Cockroach Treatment,2023-12-31,winter,5,6,515,True,False
I00988,C0391,S05,Rodent Control,2023-10-02,fall,5,4,321,True,False
I00989,C0216,S03,Termite Treatment,2025-08-31,summer,4,10,494,True,False
I00990,C0072,S02,Termite Inspection,2025-03-01,spring,4,5,59,True,False
I00991,C0300,S01,General Pest Control,2024-03-04,spring,3,6,270,True,False
I00992,C0213,S08,Commercial Pest Management,2026-03-21,spring,4,4,363,True,True
I00993,C0252,S02,Termite Inspection,2024-12-10,winter,4,5,130,True,False
I00994,C0013,S01,General Pest Control,2024-05-28,spring,2,7,512,True,False
I00995,C0059,S07,Ant & Cockroach Treatment,2024-06-06,summer,5,4,178,True,False
I00996,C0300,S01,General Pest Control,2024-07-14,summer,4,6,228,True,True
I00997,C0136,S02,Termite Inspection,2025-05-08,spring,5,5,373,True,False
I00998,C0285,S01,General Pest Control,2024-07-21,summer,4,6,506,True,False
I00999,C0161,S08,Commercial Pest Management,2025-05-22,spring,3,5,255,True,False
I01000,C0029,S08,Commercial Pest Management,2025-11-22,fall,3,6,204,False,False
I01001,C0017,S08,Commercial Pest Management,2025-01-10,winter,5,5,118,False,False
I01002,C0083,S06,Scorpion Control,2026-02-15,winter,3,6,503,True,True
I01003,C0042,S04,Bed Bug Treatment,2025-10-17,fall,4,6,282,True,False
I01004,C0370,S07,Ant & Cockroach Treatment,2026-03-31,spring,5,6,182,True,True
I01005,C0154,S02,Termite Inspection,2024-09-27,fall,5,5,75,True,False
I01006,C0428,S03,Termite Treatment,2024-10-24,fall,4,9,433,True,False
I01007,C0054,S06,Scorpion Control,2026-01-08,winter,4,5,130,True,False
I01008,C0356,S07,Ant & Cockroach Treatment,2024-09-30,fall,4,5,446,True,False
I01009,C0263,S03,Termite Treatment,2025-01-21,winter,5,8,693,True,True
I01010,C0374,S03,Termite Treatment,2025-02-16,winter,4,10,614,True,True
I01011,C0049,S09,Preventive Maintenance Plan,2023-05-31,spring,5,5,504,True,True
I01012,C0384,S02,Termite Inspection,2024-01-06,winter,4,7,505,True,False
I01013,C0259,S08,Commercial Pest Management,2023-06-14,summer,5,5,102,True,False
I01014,C0097,S03,Termite Treatment,2025-12-31,winter,4,9,306,False,False
I01015,C0213,S08,Commercial Pest Management,2024-02-16,winter,5,6,242,True,True
I01016,C0027,S01,General Pest Control,2024-10-19,fall,5,6,720,True,True
